Configuration,Resolution,Target_FPS,Actual_FPS,Inter_Frame_Delay_ms,Codec,Bitrate_Usb,Host_GPU_CPU_Usage_%,Duration_Sec
1080p_30fps_32M,1080p,30,30,33.33,h265,32M,0.0,60
1080p_30fps_32M,1080p,30,30,33.33,h265,32M,0.0,60
1080p_30fps_32M,1080p,30,30,33.33,h265,32M,0.0,60
1080p_30fps_32M,1080p,30,30,33.33,h265,32M,0.0,60
1080p_30fps_32M,1080p,30,30,33.33,h265,32M,0.0,60
1080p_30fps_32M,1080p,30,30,33.33,h265,32M,0.0,60
1080p_30fps_32M,1080p,30,30,33.33,h265,32M,0.0,60
1080p_30fps_32M,1080p,30,30,33.33,h265,32M,0.0,60
1080p_30fps_32M,1080p,30,30,33.33,h265,32M,0.0,60
1080p_30fps_32M,1080p,30,30,33.33,h265,32M,0.0,60
1080p_60fps_2M,1080p,60,48,20.83,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,50,20.00,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,59,16.95,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,60,16.67,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,60,16.67,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,52,19.23,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,59,16.95,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,47,21.28,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,55,18.18,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,41,24.39,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,49,20.41,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,52,19.23,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,53,18.87,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,47,21.28,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,60,16.67,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,60,16.67,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,59,16.95,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,56,17.86,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,51,19.61,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,60,16.67,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,58,17.24,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,59,16.95,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,59,16.95,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,49,20.41,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,46,21.74,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,52,19.23,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,54,18.52,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,59,16.95,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,60,16.67,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,59,16.95,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,53,18.87,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,55,18.18,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,57,17.54,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,59,16.95,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,59,16.95,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,53,18.87,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,46,21.74,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,53,18.87,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,60,16.67,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,59,16.95,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,61,16.39,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,59,16.95,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,61,16.39,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,60,16.67,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,60,16.67,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,55,18.18,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,58,17.24,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,60,16.67,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,59,16.95,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,53,18.87,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,59,16.95,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,43,23.26,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,56,17.86,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,51,19.61,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,54,18.52,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,52,19.23,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,55,18.18,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,52,19.23,h265,2M,0.0,60
1080p_60fps_2M,1080p,60,55,18.18,h265,2M,0.0,60
1080p_60fps_4M,1080p,60,48,20.83,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,52,19.23,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,60,16.67,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,60,16.67,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,60,16.67,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,60,16.67,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,58,17.24,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,61,16.39,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,48,20.83,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,47,21.28,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,46,21.74,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,46,21.74,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,57,17.54,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,61,16.39,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,59,16.95,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,49,20.41,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,54,18.52,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,55,18.18,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,57,17.54,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,60,16.67,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,48,20.83,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,53,18.87,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,61,16.39,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,59,16.95,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,60,16.67,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,58,17.24,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,61,16.39,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,61,16.39,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,59,16.95,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,59,16.95,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,61,16.39,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,60,16.67,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,60,16.67,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,61,16.39,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,59,16.95,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,59,16.95,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,61,16.39,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,59,16.95,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,60,16.67,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,44,22.73,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,59,16.95,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,51,19.61,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,46,21.74,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,48,20.83,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,59,16.95,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,58,17.24,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,55,18.18,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,46,21.74,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,55,18.18,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,47,21.28,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,48,20.83,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,58,17.24,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,60,16.67,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,59,16.95,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,56,17.86,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,44,22.73,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,46,21.74,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,50,20.00,h265,4M,0.0,60
1080p_60fps_4M,1080p,60,59,16.95,h265,4M,0.0,60
1080p_60fps_8M,1080p,60,61,16.39,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,56,17.86,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,60,16.67,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,60,16.67,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,61,16.39,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,55,18.18,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,48,20.83,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,58,17.24,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,58,17.24,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,52,19.23,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,51,19.61,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,57,17.54,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,59,16.95,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,60,16.67,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,59,16.95,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,61,16.39,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,60,16.67,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,60,16.67,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,60,16.67,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,58,17.24,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,59,16.95,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,60,16.67,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,60,16.67,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,56,17.86,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,60,16.67,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,52,19.23,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,47,21.28,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,60,16.67,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,49,20.41,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,58,17.24,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,60,16.67,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,52,19.23,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,41,24.39,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,47,21.28,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,53,18.87,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,58,17.24,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,60,16.67,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,59,16.95,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,58,17.24,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,55,18.18,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,55,18.18,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,50,20.00,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,54,18.52,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,56,17.86,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,57,17.54,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,53,18.87,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,50,20.00,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,59,16.95,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,49,20.41,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,53,18.87,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,45,22.22,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,46,21.74,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,53,18.87,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,57,17.54,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,52,19.23,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,52,19.23,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,45,22.22,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,49,20.41,h265,8M,0.0,60
1080p_60fps_8M,1080p,60,53,18.87,h265,8M,0.0,60
1080p_60fps_12M,1080p,60,63,15.87,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,55,18.18,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,59,16.95,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,59,16.95,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,59,16.95,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,60,16.67,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,60,16.67,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,61,16.39,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,58,17.24,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,59,16.95,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,48,20.83,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,58,17.24,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,40,25.00,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,52,19.23,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,47,21.28,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,58,17.24,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,60,16.67,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,60,16.67,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,59,16.95,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,60,16.67,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,60,16.67,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,60,16.67,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,57,17.54,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,61,16.39,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,61,16.39,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,59,16.95,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,61,16.39,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,49,20.41,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,52,19.23,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,48,20.83,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,52,19.23,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,59,16.95,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,61,16.39,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,60,16.67,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,59,16.95,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,60,16.67,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,61,16.39,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,59,16.95,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,60,16.67,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,43,23.26,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,44,22.73,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,59,16.95,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,61,16.39,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,60,16.67,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,55,18.18,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,42,23.81,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,47,21.28,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,55,18.18,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,53,18.87,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,55,18.18,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,55,18.18,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,51,19.61,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,45,22.22,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,46,21.74,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,50,20.00,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,57,17.54,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,60,16.67,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,61,16.39,h265,12M,0.0,60
1080p_60fps_12M,1080p,60,55,18.18,h265,12M,0.0,60
1080p_60fps_16M,1080p,60,47,21.28,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,44,22.73,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,59,16.95,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,58,17.24,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,48,20.83,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,59,16.95,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,55,18.18,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,52,19.23,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,61,16.39,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,58,17.24,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,59,16.95,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,59,16.95,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,59,16.95,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,57,17.54,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,45,22.22,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,51,19.61,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,51,19.61,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,50,20.00,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,61,16.39,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,59,16.95,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,59,16.95,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,53,18.87,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,43,23.26,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,53,18.87,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,44,22.73,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,47,21.28,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,47,21.28,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,48,20.83,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,61,16.39,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,59,16.95,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,61,16.39,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,59,16.95,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,61,16.39,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,58,17.24,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,53,18.87,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,58,17.24,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,50,20.00,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,53,18.87,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,58,17.24,h265,16M,0.0,60
1080p_60fps_16M,1080p,60,59,16.95,h265,16M,0.0,60
1080p_60fps_24M,1080p,60,56,17.86,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,53,18.87,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,42,23.81,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,46,21.74,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,57,17.54,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,53,18.87,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,54,18.52,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,53,18.87,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,47,21.28,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,53,18.87,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,58,17.24,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,53,18.87,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,45,22.22,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,34,29.41,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,45,22.22,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,53,18.87,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,61,16.39,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,60,16.67,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,59,16.95,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,61,16.39,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,59,16.95,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,61,16.39,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,60,16.67,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,60,16.67,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,59,16.95,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,59,16.95,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,59,16.95,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,60,16.67,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,61,16.39,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,60,16.67,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,59,16.95,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,55,18.18,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,47,21.28,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,55,18.18,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,52,19.23,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,60,16.67,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,60,16.67,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,48,20.83,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,58,17.24,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,59,16.95,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,58,17.24,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,60,16.67,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,58,17.24,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,62,16.13,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,60,16.67,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,58,17.24,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,60,16.67,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,61,16.39,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,59,16.95,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,60,16.67,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,61,16.39,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,59,16.95,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,59,16.95,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,59,16.95,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,57,17.54,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,55,18.18,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,48,20.83,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,38,26.32,h265,24M,0.0,60
1080p_60fps_24M,1080p,60,58,17.24,h265,24M,0.0,60
1080p_60fps_32M,1080p,60,63,15.87,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,59,16.95,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,54,18.52,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,54,18.52,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,50,20.00,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,59,16.95,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,61,16.39,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,56,17.86,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,48,20.83,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,55,18.18,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,60,16.67,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,60,16.67,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,60,16.67,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,61,16.39,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,59,16.95,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,60,16.67,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,60,16.67,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,59,16.95,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,59,16.95,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,49,20.41,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,57,17.54,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,39,25.64,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,53,18.87,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,48,20.83,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,47,21.28,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,55,18.18,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,57,17.54,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,51,19.61,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,50,20.00,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,61,16.39,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,48,20.83,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,48,20.83,h265,32M,0.0,60
1080p_60fps_32M,1080p,60,58,17.24,h265,32M,0.0,60
